,Date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,ema_short,ema_long,transition,velas_posteriores,price_entry_long,price_entry_short,entrys,entry_dates_candle,static_tp,static_sl,static_tp_confirm,static_sl_confirm,static_tp_percent,static_sl_percent,date_tp_sl,dif_percent_long_to_tp,dif_percent_long_to_sl,dif_percent_short_to_tp,dif_percent_short_to_sl
10,2024-12-07 00:50:00,3996.08,3997.91,3993.63,3994.01,4047.863,2024-12-07 00:54:59.999000-03:00,16176100.4385,8334,3177.489,12698145.92477,0,3992.247340961196,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
11,2024-12-07 00:55:00,3994.02,3995.24,3989.52,3990.2,3697.1,2024-12-07 00:59:59.999000-03:00,14760487.20388,7249,1503.023,6001620.80723,0,3991.8750971500695,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
12,2024-12-07 01:00:00,3990.21,3996.54,3983.99,3996.13,8060.709,2024-12-07 01:04:59.999000-03:00,32157871.72104,14638,4644.759,18535898.32827,0,3992.6487158500568,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
13,2024-12-07 01:05:00,3996.13,3996.13,3991.42,3994.02,3375.669,2024-12-07 01:09:59.999000-03:00,13481843.3312,8563,1387.996,5543675.51786,0,3992.8980402409557,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
14,2024-12-07 01:10:00,3994.01,3998.1,3993.74,3995.22,4851.614,2024-12-07 01:14:59.999000-03:00,19386585.65164,8321,3391.498,13551659.28658,0,3993.3202147426,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
15,2024-12-07 01:15:00,3995.22,3995.4,3992.0,3993.72,3545.785,2024-12-07 01:19:59.999000-03:00,14162216.46093,7907,1827.636,7299733.93144,0,3993.392902971218,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
16,2024-12-07 01:20:00,3993.71,3997.0,3984.96,3988.94,10364.863,2024-12-07 01:24:59.999000-03:00,41358182.10694,12175,2280.289,9100678.96178,0,3992.583284249178,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
17,2024-12-07 01:25:00,3988.94,3993.0,3985.99,3991.31,5896.371,2024-12-07 01:29:59.999000-03:00,23523608.0512,8736,3041.28,12134196.64599,0,3992.351778022055,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
18,2024-12-07 01:30:00,3991.31,3994.65,3990.21,3990.65,2895.025,2024-12-07 01:34:59.999000-03:00,11556930.16333,6553,1930.661,7707240.93452,0,3992.0423638362263,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
19,2024-12-07 01:35:00,3990.65,3992.65,3988.09,3989.53,3092.936,2024-12-07 01:39:59.999000-03:00,12343392.37733,6994,1356.188,5412209.94886,0,3991.585570411458,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
20,2024-12-07 01:40:00,3989.53,3991.59,3986.75,3990.61,5174.719,2024-12-07 01:44:59.999000-03:00,20643888.87355,8180,1775.084,7081341.51255,0,3991.4081939730113,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
21,2024-12-07 01:45:00,3990.6,4002.19,3990.14,3997.11,18908.227,2024-12-07 01:49:59.999000-03:00,75595038.35222,19234,12514.289,50027158.43589,0,3992.444885977918,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
22,2024-12-07 01:50:00,3997.11,4000.0,3994.63,3999.77,3773.953,2024-12-07 01:54:59.999000-03:00,15087185.8438,8699,2622.974,10486693.5442,0,3993.776724891024,,,0,,,0,,,,0,0,0.0,-0.0,,0.0,-0.0,0.0,-0.0
