Date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-12-07 06:05:00-03:00,3987.35,3988.47,3985.0,3986.52,2458.79,2024-12-07 06:09:59.999000-03:00,9802979.51903,7331,1484.622,5919338.03697,0
2024-12-07 06:10:00-03:00,3986.52,3988.0,3985.2,3986.39,1553.561,2024-12-07 06:14:59.999000-03:00,6193960.41183,5769,674.896,2690823.5859,0
2024-12-07 06:15:00-03:00,3986.39,3988.59,3985.43,3988.14,3046.869,2024-12-07 06:19:59.999000-03:00,12148052.38953,7577,1318.153,5255775.46172,0
2024-12-07 06:20:00-03:00,3988.13,3989.67,3985.43,3986.22,3509.06,2024-12-07 06:24:59.999000-03:00,13992888.49389,6767,1530.873,6104757.72686,0
2024-12-07 06:25:00-03:00,3986.21,3993.49,3984.3,3991.82,6702.614,2024-12-07 06:29:59.999000-03:00,26751059.107,12281,3540.901,14131021.38311,0
2024-12-07 06:30:00-03:00,3991.81,3994.83,3990.86,3993.17,4969.332,2024-12-07 06:34:59.999000-03:00,19839983.01741,10128,2219.13,8860131.15985,0
2024-12-07 06:35:00-03:00,3993.17,3993.52,3986.29,3986.6,3344.736,2024-12-07 06:39:59.999000-03:00,13346526.87636,7914,1028.66,4103885.52445,0
2024-12-07 06:40:00-03:00,3986.59,3989.0,3984.61,3985.22,3321.98,2024-12-07 06:44:59.999000-03:00,13243038.14876,8351,1460.36,5821783.23641,0
2024-12-07 06:45:00-03:00,3985.21,3988.02,3983.5,3986.43,4208.959,2024-12-07 06:49:59.999000-03:00,16776167.02435,8387,2400.899,9569744.49559,0
2024-12-07 06:50:00-03:00,3986.43,3988.01,3985.26,3985.52,3258.307,2024-12-07 06:54:59.999000-03:00,12988935.50989,6498,1657.873,6609408.72689,0
2024-12-07 06:55:00-03:00,3985.52,3989.54,3983.7,3989.2,2578.885,2024-12-07 06:59:59.999000-03:00,10280552.86596,6182,1383.467,5515723.1408,0
2024-12-07 07:00:00-03:00,3989.2,3989.74,3983.43,3983.43,5721.16,2024-12-07 07:04:59.999000-03:00,22812983.09081,5840,951.989,3796114.64032,0
2024-12-07 07:05:00-03:00,3983.43,3989.6,3983.43,3984.39,2882.967,2024-12-07 07:09:59.999000-03:00,11493228.22752,8772,1520.884,6062623.44391,0
2024-12-07 07:10:00-03:00,3984.4,3986.68,3984.0,3985.0,2212.669,2024-12-07 07:14:59.999000-03:00,8817582.31039,6495,1070.766,4267090.57551,0
2024-12-07 07:15:00-03:00,3985.01,3986.05,3979.51,3981.0,3716.625,2024-12-07 07:19:59.999000-03:00,14797500.79599,8142,1541.322,6136490.97641,0
2024-12-07 07:20:00-03:00,3981.01,3981.69,3977.6,3981.68,4409.636,2024-12-07 07:24:59.999000-03:00,17545068.20305,8776,2252.361,8962146.69354,0
2024-12-07 07:25:00-03:00,3981.68,3986.0,3981.68,3984.89,4213.607,2024-12-07 07:29:59.999000-03:00,16785514.99333,9034,2060.22,8207089.13092,0
2024-12-07 07:30:00-03:00,3984.89,3986.0,3981.3,3985.91,3549.616,2024-12-07 07:34:59.999000-03:00,14141067.71333,9252,1068.13,4255334.98092,0
2024-12-07 07:35:00-03:00,3985.92,3986.24,3982.03,3983.82,2189.278,2024-12-07 07:39:59.999000-03:00,8722650.45326,6955,1019.484,4061923.95866,0
2024-12-07 07:40:00-03:00,3983.81,3985.13,3982.0,3984.4,1680.691,2024-12-07 07:44:59.999000-03:00,6695395.41792,6560,765.927,3051195.35278,0
2024-12-07 07:45:00-03:00,3984.4,3985.22,3982.63,3984.17,2002.222,2024-12-07 07:49:59.999000-03:00,7977294.10504,5122,1366.483,5444615.35783,0
2024-12-07 07:50:00-03:00,3984.16,3984.17,3980.0,3981.88,5464.611,2024-12-07 07:54:59.999000-03:00,21752830.98951,7479,1445.418,5753759.97375,0
2024-12-07 07:55:00-03:00,3981.89,3986.96,3980.05,3985.1,3023.202,2024-12-07 07:59:59.999000-03:00,12045759.76209,5943,1631.373,6499621.66462,0
2024-12-07 08:00:00-03:00,3985.1,3985.99,3983.38,3984.99,1893.234,2024-12-07 08:04:59.999000-03:00,7543925.73355,5381,730.453,2910515.45216,0
2024-12-07 08:05:00-03:00,3984.99,3991.63,3983.85,3989.24,4703.918,2024-12-07 08:09:59.999000-03:00,18763258.92577,8192,2840.007,11327935.66592,0
2024-12-07 08:10:00-03:00,3989.23,3992.55,3987.88,3990.61,3464.709,2024-12-07 08:14:59.999000-03:00,13826077.19411,7735,1874.588,7480517.95862,0
2024-12-07 08:15:00-03:00,3990.61,3998.61,3990.57,3996.84,9795.194,2024-12-07 08:19:59.999000-03:00,39143686.57284,13890,5653.975,22594750.74863,0
2024-12-07 08:20:00-03:00,3996.84,3998.61,3994.69,3998.6,4580.534,2024-12-07 08:24:59.999000-03:00,18307253.1063,10808,1795.814,7177842.75039,0
2024-12-07 08:25:00-03:00,3998.6,4008.0,3998.01,4007.6,15434.805,2024-12-07 08:29:59.999000-03:00,61801874.4189,20539,11133.07,44575450.38871,0
2024-12-07 08:30:00-03:00,4007.61,4012.5,4002.77,4009.63,12783.97,2024-12-07 08:34:59.999000-03:00,51237363.29254,17502,7811.543,31311229.14102,0
2024-12-07 08:35:00-03:00,4009.63,4009.63,4002.59,4005.87,5910.9,2024-12-07 08:39:59.999000-03:00,23676899.44977,12419,2202.745,8822614.99167,0
2024-12-07 08:40:00-03:00,4005.88,4006.72,4003.39,4005.97,4570.94,2024-12-07 08:44:59.999000-03:00,18307424.65089,10115,2313.161,9264374.04603,0
2024-12-07 08:45:00-03:00,4005.97,4005.97,3994.8,3999.88,13383.594,2024-12-07 08:49:59.999000-03:00,53517443.72385,15664,2715.16,10859148.62508,0
2024-12-07 08:50:00-03:00,3999.89,4006.38,3998.99,4004.83,5799.588,2024-12-07 08:54:59.999000-03:00,23211268.49258,10348,3096.977,12391678.42125,0
2024-12-07 08:55:00-03:00,4004.83,4006.17,4000.8,4001.26,3256.451,2024-12-07 08:59:59.999000-03:00,13034884.24083,7660,1295.708,5185966.72979,0
2024-12-07 09:00:00-03:00,4001.27,4003.16,3995.54,3996.99,5559.447,2024-12-07 09:04:59.999000-03:00,22231170.29094,10795,1799.992,7198435.75793,0
2024-12-07 09:05:00-03:00,3997.0,3997.54,3992.47,3996.0,6763.335,2024-12-07 09:09:59.999000-03:00,27016101.85607,10804,2360.031,9428084.24521,0
2024-12-07 09:10:00-03:00,3996.0,4007.41,3996.0,4007.32,5733.381,2024-12-07 09:14:59.999000-03:00,22949666.08537,10746,4134.867,16551321.25826,0
2024-12-07 09:15:00-03:00,4007.31,4007.32,4001.21,4002.83,7591.908,2024-12-07 09:19:59.999000-03:00,30394529.55537,11993,2489.465,9966430.20139,0
2024-12-07 09:20:00-03:00,4002.83,4005.6,4000.08,4000.6,3598.693,2024-12-07 09:24:59.999000-03:00,14403099.24055,7705,1581.686,6330850.82191,0
2024-12-07 09:25:00-03:00,4000.6,4000.87,3999.0,3999.0,2490.672,2024-12-07 09:29:59.999000-03:00,9962691.22681,7089,938.81,3755309.76597,0
2024-12-07 09:30:00-03:00,3999.0,3999.01,3994.4,3996.86,4191.297,2024-12-07 09:34:59.999000-03:00,16751909.66784,10528,1386.676,5542245.79999,0
2024-12-07 09:35:00-03:00,3996.87,4001.82,3995.01,3999.59,3610.393,2024-12-07 09:39:59.999000-03:00,14436219.64368,9154,1844.731,7376969.93233,0
2024-12-07 09:40:00-03:00,3999.59,4003.62,3999.59,4003.0,3430.314,2024-12-07 09:44:59.999000-03:00,13726375.06421,6925,2778.778,11119136.03091,0
2024-12-07 09:45:00-03:00,4003.0,4003.96,4000.41,4002.39,2333.25,2024-12-07 09:49:59.999000-03:00,9338076.63334,6884,1163.302,4655879.54249,0
2024-12-07 09:50:00-03:00,4002.4,4003.96,3998.0,3998.0,2533.266,2024-12-07 09:54:59.999000-03:00,10135796.53954,7625,1069.712,4280347.91227,0
2024-12-07 09:55:00-03:00,3998.0,4002.62,3996.02,4001.99,4137.32,2024-12-07 09:59:59.999000-03:00,16543827.74916,7587,2254.488,9016654.33755,0
2024-12-07 10:00:00-03:00,4001.98,4004.44,4001.4,4004.04,3297.288,2024-12-07 10:04:59.999000-03:00,13199931.23159,8062,1719.672,6884402.46891,0
2024-12-07 10:05:00-03:00,4004.03,4007.6,4004.03,4005.65,4656.049,2024-12-07 10:09:59.999000-03:00,18651238.53743,10280,2743.849,10991326.69888,0
2024-12-07 10:10:00-03:00,4005.65,4011.0,4005.65,4010.08,5643.67,2024-12-07 10:14:59.999000-03:00,22625496.02255,12171,2994.898,12006791.51518,0
2024-12-07 10:15:00-03:00,4010.09,4011.47,4004.99,4010.19,7943.942,2024-12-07 10:19:59.999000-03:00,31839790.04958,13078,3076.961,12331632.04113,0
2024-12-07 10:20:00-03:00,4010.2,4010.2,4003.67,4006.12,3931.177,2024-12-07 10:24:59.999000-03:00,15750066.29325,9942,1174.216,4704119.5613,0
2024-12-07 10:25:00-03:00,4006.12,4007.23,4002.63,4002.64,2274.508,2024-12-07 10:29:59.999000-03:00,9109507.10037,7624,1341.848,5374656.39856,0
2024-12-07 10:30:00-03:00,4002.64,4003.99,3999.27,4000.78,3482.495,2024-12-07 10:34:59.999000-03:00,13934457.30393,8785,1139.905,4560955.89475,0
2024-12-07 10:35:00-03:00,4000.77,4001.03,3997.0,3998.0,3788.969,2024-12-07 10:39:59.999000-03:00,15151600.70835,7866,2046.67,8184406.04064,0
2024-12-07 10:40:00-03:00,3998.01,4000.6,3996.84,3998.81,3634.654,2024-12-07 10:44:59.999000-03:00,14532770.56413,8171,2288.067,9148484.34086,0
2024-12-07 10:45:00-03:00,3998.81,3998.91,3993.6,3996.0,6784.72,2024-12-07 10:49:59.999000-03:00,27117411.35589,10908,2718.685,10867027.99927,0
2024-12-07 10:50:00-03:00,3996.0,3998.57,3995.6,3997.75,2031.323,2024-12-07 10:54:59.999000-03:00,8119871.48246,6380,1055.312,4218405.26149,0
2024-12-07 10:55:00-03:00,3997.75,4000.75,3997.13,3997.14,3574.087,2024-12-07 10:59:59.999000-03:00,14293766.02019,6257,2365.697,9460993.73954,0
2024-12-07 11:00:00-03:00,3997.13,3998.16,3987.72,3988.67,8208.919,2024-12-07 11:04:59.999000-03:00,32766068.97439,13270,1624.655,6487477.4071,0
2024-12-07 11:05:00-03:00,3988.67,3990.41,3980.8,3986.39,22675.383,2024-12-07 11:09:59.999000-03:00,90369516.80781,26570,13265.834,52870749.36278,0
2024-12-07 11:10:00-03:00,3986.39,3986.5,3979.01,3984.66,12074.064,2024-12-07 11:14:59.999000-03:00,48078953.39591,17554,4244.073,16902878.67655,0
2024-12-07 11:15:00-03:00,3984.67,3990.92,3982.0,3990.2,9335.965,2024-12-07 11:19:59.999000-03:00,37219910.20929,14945,5921.185,23609258.47852,0
2024-12-07 11:20:00-03:00,3990.2,3993.87,3987.25,3989.0,7437.816,2024-12-07 11:24:59.999000-03:00,29683725.96227,13226,4632.422,18487796.60412,0
2024-12-07 11:25:00-03:00,3989.0,3990.6,3987.07,3989.12,3171.554,2024-12-07 11:29:59.999000-03:00,12650772.61204,6553,1813.205,7233089.31053,0
2024-12-07 11:30:00-03:00,3989.13,3995.78,3989.12,3994.0,4447.982,2024-12-07 11:34:59.999000-03:00,17762787.62,9906,2567.385,10252627.02987,0
2024-12-07 11:35:00-03:00,3994.0,3998.7,3993.61,3996.76,3733.882,2024-12-07 11:39:59.999000-03:00,14921022.13105,9918,1782.026,7121359.8886,0
2024-12-07 11:40:00-03:00,3996.76,4004.99,3995.84,4004.74,6473.588,2024-12-07 11:44:59.999000-03:00,25899435.94082,12288,3669.83,14681580.94653,0
2024-12-07 11:45:00-03:00,4004.74,4011.43,3999.58,4001.27,12481.94,2024-12-07 11:49:59.999000-03:00,49992487.78536,21600,5345.334,21412117.72743,0
2024-12-07 11:50:00-03:00,4001.27,4002.65,3997.78,4001.0,6565.613,2024-12-07 11:54:59.999000-03:00,26264081.75967,11699,1887.326,7549995.43292,0
2024-12-07 11:55:00-03:00,4001.0,4002.26,3996.5,4000.68,3261.359,2024-12-07 11:59:59.999000-03:00,13045139.82482,7816,1151.318,4605467.98475,0
2024-12-07 12:00:00-03:00,4000.66,4000.83,3993.31,3996.38,4423.945,2024-12-07 12:04:59.999000-03:00,17680337.94131,11214,1578.698,6308832.07281,0
2024-12-07 12:05:00-03:00,3996.38,4003.42,3996.38,4001.08,5140.546,2024-12-07 12:09:59.999000-03:00,20568274.22044,10951,2455.722,9824725.33685,0
2024-12-07 12:10:00-03:00,4001.08,4002.16,3996.38,4000.88,7841.928,2024-12-07 12:14:59.999000-03:00,31366761.67198,11650,4713.241,18852763.27115,0
2024-12-07 12:15:00-03:00,4000.89,4000.89,3995.0,3996.54,3409.859,2024-12-07 12:19:59.999000-03:00,13632210.41991,10160,1602.221,6405006.44879,0
2024-12-07 12:20:00-03:00,3996.53,3999.11,3990.5,3995.01,8880.738,2024-12-07 12:24:59.999000-03:00,35477461.91842,13791,2222.257,8878768.12593,0
2024-12-07 12:25:00-03:00,3995.0,3999.08,3991.0,3993.32,10012.239,2024-12-07 12:29:59.999000-03:00,39998062.59966,12732,5742.885,22946812.58486,0
2024-12-07 12:30:00-03:00,3993.31,4000.53,3990.56,4000.53,3882.137,2024-12-07 12:34:59.999000-03:00,15511968.89967,8377,2256.456,9017606.07008,0
2024-12-07 12:35:00-03:00,4000.53,4002.6,3997.66,3998.21,3394.985,2024-12-07 12:39:59.999000-03:00,13580809.51257,10103,1275.754,5103191.93882,0
2024-12-07 12:40:00-03:00,3998.21,4004.65,3998.21,4002.61,4719.344,2024-12-07 12:44:59.999000-03:00,18889699.32529,11164,2543.591,10180722.51969,0
2024-12-07 12:45:00-03:00,4002.61,4005.55,4000.26,4003.48,3270.725,2024-12-07 12:49:59.999000-03:00,13094093.06962,9875,1863.374,7459741.14689,0
2024-12-07 12:50:00-03:00,4003.49,4006.89,4003.48,4006.88,5171.237,2024-12-07 12:54:59.999000-03:00,20713687.86107,9344,2646.825,10601987.09951,0
2024-12-07 12:55:00-03:00,4006.89,4012.25,4006.08,4007.66,12970.62,2024-12-07 12:59:59.999000-03:00,52004246.3712,15981,9383.403,37624321.29116,0
2024-12-07 13:00:00-03:00,4007.66,4009.71,4001.1,4001.4,5657.391,2024-12-07 13:04:59.999000-03:00,22659621.9876,12411,1562.4,6258601.55307,0
2024-12-07 13:05:00-03:00,4001.41,4002.26,3993.79,3999.02,13016.942,2024-12-07 13:09:59.999000-03:00,52028516.98842,17304,4696.918,18772784.96609,0
2024-12-07 13:10:00-03:00,3999.02,4001.5,3995.26,3995.26,3694.508,2024-12-07 13:14:59.999000-03:00,14773598.3068,9181,1449.08,5795617.15779,0
2024-12-07 13:15:00-03:00,3995.26,3998.93,3994.0,3998.92,4309.715,2024-12-07 13:19:59.999000-03:00,17221520.6907,9022,2740.61,10951736.39968,0
2024-12-07 13:20:00-03:00,3998.93,4001.47,3993.44,4000.07,10748.191,2024-12-07 13:24:59.999000-03:00,42971081.4357,13801,7434.0,29723982.49457,0
