Date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-02-14 09:09:00-03:00,2685.72,2687.02,2684.37,2686.99,2251.795,2025-02-14 09:09:59.999000-03:00,,,,,
2025-02-14 09:10:00-03:00,2687.0,2688.0,2685.83,2686.31,2030.066,2025-02-14 09:10:59.999000-03:00,,,,,
2025-02-14 09:11:00-03:00,2686.32,2686.94,2685.91,2686.1,808.312,2025-02-14 09:11:59.999000-03:00,,,,,
2025-02-14 09:12:00-03:00,2686.1,2687.79,2686.1,2687.1,1571.567,2025-02-14 09:12:59.999000-03:00,,,,,
2025-02-14 09:13:00-03:00,2687.09,2687.09,2685.73,2685.92,868.32,2025-02-14 09:13:59.999000-03:00,,,,,
2025-02-14 09:14:00-03:00,2685.92,2685.92,2683.01,2683.01,859.136,2025-02-14 09:14:59.999000-03:00,,,,,
2025-02-14 09:15:00-03:00,2683.0,2685.91,2681.66,2684.58,2000.875,2025-02-14 09:15:59.999000-03:00,,,,,
2025-02-14 09:16:00-03:00,2684.59,2686.0,2683.68,2685.79,1425.89,2025-02-14 09:16:59.999000-03:00,,,,,
2025-02-14 09:17:00-03:00,2685.8,2685.8,2682.62,2683.53,1452.18,2025-02-14 09:17:59.999000-03:00,,,,,
2025-02-14 09:18:00-03:00,2683.53,2683.53,2678.83,2679.2,3011.974,2025-02-14 09:18:59.999000-03:00,,,,,
2025-02-14 09:19:00-03:00,2679.19,2680.95,2678.12,2680.3,1460.193,2025-02-14 09:19:59.999000-03:00,,,,,
2025-02-14 09:20:00-03:00,2680.31,2684.39,2679.62,2683.76,1355.05,2025-02-14 09:20:59.999000-03:00,,,,,
2025-02-14 09:21:00-03:00,2683.75,2684.39,2683.05,2683.22,893.988,2025-02-14 09:21:59.999000-03:00,,,,,
2025-02-14 09:22:00-03:00,2683.21,2684.24,2683.11,2683.24,453.582,2025-02-14 09:22:59.999000-03:00,,,,,
2025-02-14 09:23:00-03:00,2683.23,2686.63,2683.0,2685.5,5813.464,2025-02-14 09:23:59.999000-03:00,,,,,
2025-02-14 09:24:00-03:00,2685.51,2686.69,2684.92,2686.68,1750.266,2025-02-14 09:24:59.999000-03:00,,,,,
2025-02-14 09:25:00-03:00,2686.68,2686.81,2683.1,2683.79,1539.258,2025-02-14 09:25:59.999000-03:00,,,,,
2025-02-14 09:26:00-03:00,2683.8,2684.87,2683.15,2684.86,378.968,2025-02-14 09:26:59.999000-03:00,,,,,
2025-02-14 09:27:00-03:00,2684.87,2685.73,2683.86,2684.0,991.134,2025-02-14 09:27:59.999000-03:00,,,,,
2025-02-14 09:28:00-03:00,2683.99,2686.37,2683.87,2686.36,1148.643,2025-02-14 09:28:59.999000-03:00,,,,,
2025-02-14 09:29:00-03:00,2686.36,2686.77,2685.51,2686.02,486.385,2025-02-14 09:29:59.999000-03:00,,,,,
2025-02-14 09:30:00-03:00,2686.02,2687.99,2685.91,2687.69,2713.081,2025-02-14 09:30:59.999000-03:00,,,,,
2025-02-14 09:31:00-03:00,2687.69,2690.39,2687.4,2689.03,2082.079,2025-02-14 09:31:59.999000-03:00,,,,,
